sep = ;
WID2001 - KNOWLEDGE REPRESENTATION AND REASONING;2;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 4:00 PM - 5:00 PM;SITI SORAYA BINTI ABDUL RAHMAN;Bilik Kuliah FSKTM (75);60;13;LINK
WID2001 - KNOWLEDGE REPRESENTATION AND REASONING;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 2:00 PM - 4:00 PM;SITI SORAYA BINTI ABDUL RAHMAN;Dewan Kuliah 2 FSKTM (280);60;13;LINK
WID2002 - COMPUTING MATHS II;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 10:00 AM - 11:00 AM;SAW SHIER NEE;Bilik Kuliah FSKTM (75);50;8;LINK
WID2002 - COMPUTING MATHS II;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 3:00 PM - 5:00 PM;SAW SHIER NEE;Dewan Kuliah 1 FSKTM (280);50;8;LINK
WID2002 - COMPUTING MATHS II;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 1:00 PM - 2:00 PM;SAW SHIER NEE;N/A;5;0;LINK
WID2002 - COMPUTING MATHS II;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 3:00 PM - 5:00 PM;SAW SHIER NEE;N/A;5;0;LINK
WID2002 - COMPUTING MATHS II;2;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 1:00 PM - 2:00 PM;SAW SHIER NEE;Bilik Kuliah FSKTM (75);50;9;LINK
WID2002 - COMPUTING MATHS II;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 3:00 PM - 5:00 PM;SAW SHIER NEE;Dewan Kuliah 1 FSKTM (280);50;9;LINK
WID2003 - COGNITIVE SCIENCE;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 11:00 AM - 12:00 PM;ERMA RAHAYU BINTI MOHD FAIZAL ABDULLAH;Bilik Kuliah FSKTM (75);50;4;LINK
WID2003 - COGNITIVE SCIENCE;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 11:00 AM - 1:00 PM;ERMA RAHAYU BINTI MOHD FAIZAL ABDULLAH;Dewan Kuliah 2 FSKTM (280);50;4;LINK
WID2003 - COGNITIVE SCIENCE;1M;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 11:00 AM - 12:00 PM;ERMA RAHAYU BINTI MOHD FAIZAL ABDULLAH;Bilik Kuliah FSKTM (75);10;10;LINK
WID2003 - COGNITIVE SCIENCE;1M;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 11:00 AM - 1:00 PM;ERMA RAHAYU BINTI MOHD FAIZAL ABDULLAH;Dewan Kuliah 2 FSKTM (280);10;10;LINK
WID2003 - COGNITIVE SCIENCE;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 12:00 PM - 1:00 PM;ERMA RAHAYU BINTI MOHD FAIZAL ABDULLAH;N/A;5;0;LINK
WID2003 - COGNITIVE SCIENCE;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 11:00 AM - 1:00 PM;ERMA RAHAYU BINTI MOHD FAIZAL ABDULLAH;N/A;5;0;LINK
WID2003 - COGNITIVE SCIENCE;2;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 12:00 PM - 1:00 PM;ERMA RAHAYU BINTI MOHD FAIZAL ABDULLAH;Bilik Kuliah FSKTM (75);50;1;LINK
WID2003 - COGNITIVE SCIENCE;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 11:00 AM - 1:00 PM;ERMA RAHAYU BINTI MOHD FAIZAL ABDULLAH;Dewan Kuliah 2 FSKTM (280);50;1;LINK
WID3001 - FUNCTIONAL AND LOGIC PROGRAMMING;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 9:00 AM - 11:00 AM;SITI SORAYA BINTI ABDUL RAHMAN;Makmal Mikro 1 FSKTM (50);50;50;LINK
WID3001 - FUNCTIONAL AND LOGIC PROGRAMMING;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 11:00 AM - 12:00 PM;SITI SORAYA BINTI ABDUL RAHMAN;Bilik Kuliah 2 FSKTM (50);50;50;LINK
WID3001 - FUNCTIONAL AND LOGIC PROGRAMMING;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 9:00 AM - 11:00 AM;SITI SORAYA BINTI ABDUL RAHMAN;N/A;5;2;LINK
WID3001 - FUNCTIONAL AND LOGIC PROGRAMMING;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 11:00 AM - 12:00 PM;SITI SORAYA BINTI ABDUL RAHMAN;N/A;5;2;LINK
WID3002 - NATURAL LANGUAGE PROCESSING;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 2:00 PM - 3:00 PM;NORISMA BINTI IDRIS;Bilik Kuliah FSKTM (75);50;50;LINK
WID3002 - NATURAL LANGUAGE PROCESSING;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 1:00 PM - 3:00 PM;NORISMA BINTI IDRIS;Dewan Kuliah 2 FSKTM (280);50;50;LINK
WID3002 - NATURAL LANGUAGE PROCESSING;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 2:00 PM - 3:00 PM;NORISMA BINTI IDRIS;N/A;5;0;LINK
WID3002 - NATURAL LANGUAGE PROCESSING;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 1:00 PM - 3:00 PM;NORISMA BINTI IDRIS;N/A;5;0;LINK
WID3002 - NATURAL LANGUAGE PROCESSING;2;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 3:00 PM - 4:00 PM;NORISMA BINTI IDRIS;Bilik Kuliah FSKTM (75);50;23;LINK
WID3002 - NATURAL LANGUAGE PROCESSING;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 1:00 PM - 3:00 PM;NORISMA BINTI IDRIS;Dewan Kuliah 2 FSKTM (280);50;23;LINK
WID3004 - NUMERICAL METHODS;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 11:00 AM - 1:00 PM;SUZAN JABBAR OBAIYS;Makmal Mikro 4 FSKTM (60);30;3;LINK
WID3004 - NUMERICAL METHODS;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 10:00 AM - 11:00 AM;SUZAN JABBAR OBAIYS;Bilik Kuliah FSKTM (75);30;3;LINK
WID3005 - INTELLIGENT ROBOTICS;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 9:00 AM - 11:00 AM;ZATI HAKIM BINTI AZIZUL HASAN;Bilik Kuliah 2 FSKTM (50);20;2;LINK
WID3005 - INTELLIGENT ROBOTICS;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Friday 3:00 PM - 4:00 PM;ZATI HAKIM BINTI AZIZUL HASAN;Bilik Kuliah 2 FSKTM (50);20;2;LINK
WID3006 - MACHINE LEARNING;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 12:00 PM - 2:00 PM;AFIZAN BIN AZMAN;Dewan Kuliah 1 FSKTM (280);50;0;LINK
WID3006 - MACHINE LEARNING;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 4:00 PM - 5:00 PM;AFIZAN BIN AZMAN;Makmal Mikro 3 FSKTM (60);50;0;LINK
WID3010 - AUTONOMOUS ROBOTS;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 9:00 AM - 11:00 AM;ZATI HAKIM BINTI AZIZUL HASAN;Bilik Kuliah 2 FSKTM (50);60;60;LINK
WID3010 - AUTONOMOUS ROBOTS;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Friday 4:00 PM - 5:00 PM;ZATI HAKIM BINTI AZIZUL HASAN;Bilik Kuliah 2 FSKTM (50);60;60;LINK
WID3010 - AUTONOMOUS ROBOTS;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 9:00 AM - 11:00 AM;ZATI HAKIM BINTI AZIZUL HASAN;N/A;5;4;LINK
WID3010 - AUTONOMOUS ROBOTS;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Friday 4:00 PM - 5:00 PM;ZATI HAKIM BINTI AZIZUL HASAN;N/A;5;4;LINK
WID3015 - NUMERICAL ANALYSIS;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 11:00 AM - 1:00 PM;SUZAN JABBAR OBAIYS;Makmal Mikro 4 FSKTM (60);20;20;LINK
WID3015 - NUMERICAL ANALYSIS;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 10:00 AM - 11:00 AM;SUZAN JABBAR OBAIYS;Bilik Kuliah FSKTM (75);20;20;LINK
WIE2001 - TRENDS IN INFORMATION SYSTEMS;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 9:00 AM - 11:00 AM;TUTUT HERAWAN;Makmal Mikro 1 FSKTM (50);50;13;LINK
WIE2001 - TRENDS IN INFORMATION SYSTEMS;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Friday 11:00 AM - 12:00 PM;TUTUT HERAWAN;Makmal Mikro 1 FSKTM (50);50;13;LINK
WIE2002 - OPEN SOURCE PROGRAMMING: APPLICATIONS AND TECHNOLOGY;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 1:00 PM - 3:00 PM;KASTURI DEWI A/P VARATHAN;Makmal Mikro 1 FSKTM (50);40;1;LINK
WIE2002 - OPEN SOURCE PROGRAMMING: APPLICATIONS AND TECHNOLOGY;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 3:00 PM - 4:00 PM;KASTURI DEWI A/P VARATHAN;Makmal Mikro 1 FSKTM (50);40;1;LINK
WIE2002 - OPEN SOURCE PROGRAMMING: APPLICATIONS AND TECHNOLOGY;1M;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 1:00 PM - 3:00 PM;KASTURI DEWI A/P VARATHAN;Makmal Mikro 1 FSKTM (50);10;1;LINK
WIE2002 - OPEN SOURCE PROGRAMMING: APPLICATIONS AND TECHNOLOGY;1M;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 3:00 PM - 4:00 PM;KASTURI DEWI A/P VARATHAN;Makmal Mikro 1 FSKTM (50);10;1;LINK
WIE2003 - INTRODUCTION TO DATA SCIENCE;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 1:00 PM - 2:00 PM;MAIZATUL AKMAR BINTI ISMAIL;Dewan Kuliah 2 FSKTM (280);50;8;LINK
WIE2003 - INTRODUCTION TO DATA SCIENCE;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 9:00 AM - 11:00 AM;MAIZATUL AKMAR BINTI ISMAIL;Dewan Kuliah 1 FSKTM (280);50;8;LINK
WIE2003 - INTRODUCTION TO DATA SCIENCE;2;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 2:00 PM - 3:00 PM;MAIZATUL AKMAR BINTI ISMAIL;Dewan Kuliah 2 FSKTM (280);50;9;LINK
WIE2003 - INTRODUCTION TO DATA SCIENCE;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 9:00 AM - 11:00 AM;MAIZATUL AKMAR BINTI ISMAIL;Dewan Kuliah 1 FSKTM (280);50;9;LINK
WIE2005 - INFORMATION RETRIEVAL AND WEB SEARCH;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 11:00 AM - 1:00 PM;SRI DEVI A/P RAVANA;Makmal Mikro 3 FSKTM (60);30;6;LINK
WIE2005 - INFORMATION RETRIEVAL AND WEB SEARCH;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 12:00 PM - 1:00 PM;SRI DEVI A/P RAVANA;Makmal Mikro 3 FSKTM (60);30;6;LINK
WIE3002 - ELECTRONIC COMMERCE;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 9:00 AM - 12:00 PM;SURAYA BINTI HAMID;Bilik Kuliah FSKTM (75);50;0;LINK
WIE3002 - ELECTRONIC COMMERCE;1M;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 9:00 AM - 12:00 PM;SURAYA BINTI HAMID;Bilik Kuliah FSKTM (75);10;10;LINK
WIE3003 - INFORMATION SYSTEM CONTROL AND SECURITY;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 3:00 PM - 6:00 PM;AZAH ANIR BINTI NORMAN;Bilik Kuliah 2 FSKTM (50);40;0;LINK
WIE3004 - INFORMATION RETRIEVAL;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 11:00 AM - 1:00 PM;SRI DEVI A/P RAVANA;Makmal Mikro 3 FSKTM (60);30;1;LINK
WIE3004 - INFORMATION RETRIEVAL;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 12:00 PM - 1:00 PM;SRI DEVI A/P RAVANA;Makmal Mikro 3 FSKTM (60);30;1;LINK
WIE3005 - KNOWLEDGE MANAGEMENT AND ENGINEERING;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 9:00 AM - 11:00 AM;MOHD SHAHRUL NIZAM BIN MOHD DANURI;Bilik Kuliah 2 FSKTM (50);40;0;LINK
WIE3005 - KNOWLEDGE MANAGEMENT AND ENGINEERING;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 10:00 AM - 11:00 AM;MOHD SHAHRUL NIZAM BIN MOHD DANURI;Bilik Kuliah 2 FSKTM (50);40;0;LINK
WIF2002 - SOFTWARE REQUIREMENTS ENGINEERING;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 1:00 PM - 2:00 PM;HAZRINA BINTI SOFIAN;Bilik Kuliah 2 FSKTM (50);40;0;LINK
WIF2002 - SOFTWARE REQUIREMENTS ENGINEERING;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 2:00 PM - 4:00 PM;HAZRINA BINTI SOFIAN;Dewan Kuliah 1 FSKTM (280);40;0;LINK
WIF2002 - SOFTWARE REQUIREMENTS ENGINEERING;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 11:00 AM - 12:00 PM;CHIAM YIN KIA;N/A;5;0;LINK
WIF2002 - SOFTWARE REQUIREMENTS ENGINEERING;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 2:00 PM - 4:00 PM;HAZRINA BINTI SOFIAN;N/A;5;0;LINK
WIF2002 - SOFTWARE REQUIREMENTS ENGINEERING;2;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 11:00 AM - 12:00 PM;CHIAM YIN KIA;Bilik Kuliah 2 FSKTM (50);40;0;LINK
WIF2002 - SOFTWARE REQUIREMENTS ENGINEERING;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 2:00 PM - 4:00 PM;HAZRINA BINTI SOFIAN;Dewan Kuliah 1 FSKTM (280);40;0;LINK
WIF2002 - SOFTWARE REQUIREMENTS ENGINEERING;3;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 12:00 PM - 1:00 PM;CHIAM YIN KIA;Bilik Kuliah 2 FSKTM (50);40;1;LINK
WIF2002 - SOFTWARE REQUIREMENTS ENGINEERING;3;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 2:00 PM - 4:00 PM;HAZRINA BINTI SOFIAN;Dewan Kuliah 1 FSKTM (280);40;1;LINK
WIF2003 - WEB PROGRAMMING;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 1:00 PM - 2:00 PM;CHIAM YIN KIA;Makmal Stroustrup FSKTM (30);24;0;LINK
WIF2003 - WEB PROGRAMMING;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 4:00 PM - 6:00 PM;CHIAM YIN KIA;Dewan Kuliah 1 FSKTM (280);24;0;LINK
WIF2003 - WEB PROGRAMMING;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 4:00 PM - 5:00 PM;CHIAM YIN KIA;N/A;5;0;LINK
WIF2003 - WEB PROGRAMMING;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 4:00 PM - 6:00 PM;CHIAM YIN KIA;N/A;5;0;LINK
WIF2003 - WEB PROGRAMMING;2;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 2:00 PM - 3:00 PM;CHIAM YIN KIA;Makmal Stroustrup FSKTM (30);50;17;LINK
WIF2003 - WEB PROGRAMMING;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 4:00 PM - 6:00 PM;CHIAM YIN KIA;Dewan Kuliah 1 FSKTM (280);50;17;LINK
WIF2003 - WEB PROGRAMMING;3;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 4:00 PM - 5:00 PM;CHIAM YIN KIA;Makmal Mikro 4 FSKTM (60);50;0;LINK
WIF2003 - WEB PROGRAMMING;3;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 4:00 PM - 6:00 PM;CHIAM YIN KIA;Dewan Kuliah 1 FSKTM (280);50;0;LINK
WIF3001 - SOFTWARE TESTING;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 8:00 AM - 11:00 AM;SITI HAFIZAH BINTI AB HAMID;Dewan Kuliah 2 FSKTM (280);90;0;LINK
WIF3001 - SOFTWARE TESTING;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 8:00 AM - 11:00 AM;SITI HAFIZAH BINTI AB HAMID;N/A;5;0;LINK
WIF3002 - SOFTWARE PROCESS AND QUALITY;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 9:00 AM - 10:00 AM;RAJA JAMILAH BINTI RAJA YUSOF;Bilik Kuliah 2 FSKTM (50);30;0;LINK
WIF3002 - SOFTWARE PROCESS AND QUALITY;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 2:00 PM - 4:00 PM;RAJA JAMILAH BINTI RAJA YUSOF;Dewan Kuliah 1 FSKTM (280);30;0;LINK
WIF3002 - SOFTWARE PROCESS AND QUALITY;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 11:00 AM - 12:00 PM;RAJA JAMILAH BINTI RAJA YUSOF;N/A;5;0;LINK
WIF3002 - SOFTWARE PROCESS AND QUALITY;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 2:00 PM - 4:00 PM;RAJA JAMILAH BINTI RAJA YUSOF;N/A;5;0;LINK
WIF3002 - SOFTWARE PROCESS AND QUALITY;2;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 10:00 AM - 11:00 AM;RAJA JAMILAH BINTI RAJA YUSOF;Bilik Kuliah 2 FSKTM (50);30;30;LINK
WIF3002 - SOFTWARE PROCESS AND QUALITY;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 2:00 PM - 4:00 PM;RAJA JAMILAH BINTI RAJA YUSOF;Dewan Kuliah 1 FSKTM (280);30;30;LINK
WIF3002 - SOFTWARE PROCESS AND QUALITY;3;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 11:00 AM - 12:00 PM;RAJA JAMILAH BINTI RAJA YUSOF;Bilik Kuliah 2 FSKTM (50);30;30;LINK
WIF3002 - SOFTWARE PROCESS AND QUALITY;3;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 2:00 PM - 4:00 PM;RAJA JAMILAH BINTI RAJA YUSOF;Dewan Kuliah 1 FSKTM (280);30;30;LINK
WIF3003 - CONCURRENT PROGRAMMING;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 10:00 AM - 11:00 AM;CHIEW THIAM KIAN;Makmal Lanjutan FSKTM (33);20;0;LINK
WIF3003 - CONCURRENT PROGRAMMING;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 12:00 PM - 2:00 PM;CHIEW THIAM KIAN;Bilik Kuliah 2 FSKTM (50);20;0;LINK
WIF3003 - CONCURRENT PROGRAMMING;2;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 11:00 AM - 12:00 PM;CHIEW THIAM KIAN;Makmal Lanjutan FSKTM (33);20;2;LINK
WIF3003 - CONCURRENT PROGRAMMING;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 12:00 PM - 2:00 PM;CHIEW THIAM KIAN;Bilik Kuliah 2 FSKTM (50);20;2;LINK
WIF3004 - SOFTWARE ARCHITECTURE AND DESIGN PARADIGMS;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 10:00 AM - 11:00 AM;SU MOON TING;Makmal Mikro 2 FSKTM (37);20;0;LINK
WIF3004 - SOFTWARE ARCHITECTURE AND DESIGN PARADIGMS;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 12:00 PM - 2:00 PM;SU MOON TING;Dewan Kuliah 1 FSKTM (280);20;0;LINK
WIF3004 - SOFTWARE ARCHITECTURE AND DESIGN PARADIGMS;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 2:00 PM - 3:00 PM;SU MOON TING;N/A;5;0;LINK
WIF3004 - SOFTWARE ARCHITECTURE AND DESIGN PARADIGMS;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 12:00 PM - 2:00 PM;SU MOON TING;N/A;5;0;LINK
WIF3004 - SOFTWARE ARCHITECTURE AND DESIGN PARADIGMS;2;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 1:00 PM - 2:00 PM;SU MOON TING;Makmal Mikro 6 FSKTM (45);35;35;LINK
WIF3004 - SOFTWARE ARCHITECTURE AND DESIGN PARADIGMS;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 12:00 PM - 2:00 PM;SU MOON TING;Dewan Kuliah 1 FSKTM (280);35;35;LINK
WIF3004 - SOFTWARE ARCHITECTURE AND DESIGN PARADIGMS;3;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 2:00 PM - 3:00 PM;SU MOON TING;Makmal Mikro 6 FSKTM (45);35;27;LINK
WIF3004 - SOFTWARE ARCHITECTURE AND DESIGN PARADIGMS;3;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 12:00 PM - 2:00 PM;SU MOON TING;Dewan Kuliah 1 FSKTM (280);35;27;LINK
WIF3009 - PYTHON FOR SCIENTIFIC COMPUTING;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 4:00 PM - 5:00 PM;MOHAMAD HAZIM BIN MD HANIF;Makmal Mikro 2 FSKTM (37);24;24;LINK
