sep = ;
WIF3009 - PYTHON FOR SCIENTIFIC COMPUTING;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 12:00 PM - 2:00 PM;MOHAMAD HAZIM BIN MD HANIF;Bilik Kuliah FSKTM (75);24;24;LINK
WIF3009 - PYTHON FOR SCIENTIFIC COMPUTING;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 5:00 PM - 6:00 PM;MOHAMAD HAZIM BIN MD HANIF;N/A;5;0;LINK
WIF3009 - PYTHON FOR SCIENTIFIC COMPUTING;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 12:00 PM - 2:00 PM;MOHAMAD HAZIM BIN MD HANIF;N/A;5;0;LINK
WIF3009 - PYTHON FOR SCIENTIFIC COMPUTING;2;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 5:00 PM - 6:00 PM;MOHAMAD HAZIM BIN MD HANIF;Makmal Mikro 2 FSKTM (37);24;9;LINK
WIF3009 - PYTHON FOR SCIENTIFIC COMPUTING;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 12:00 PM - 2:00 PM;MOHAMAD HAZIM BIN MD HANIF;Bilik Kuliah FSKTM (75);24;9;LINK
WIF3009 - PYTHON FOR SCIENTIFIC COMPUTING;3;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Friday 3:00 PM - 4:00 PM;MOHAMAD HAZIM BIN MD HANIF;Makmal Mikro 6 FSKTM (45);45;1;LINK
WIF3009 - PYTHON FOR SCIENTIFIC COMPUTING;3;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 12:00 PM - 2:00 PM;MOHAMAD HAZIM BIN MD HANIF;Bilik Kuliah FSKTM (75);45;1;LINK
WIF3011 - CONCURRENT AND PARALLEL PROGRAMMING;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 12:00 PM - 2:00 PM;CHIEW THIAM KIAN;Bilik Kuliah 2 FSKTM (50);15;12;LINK
WIF3011 - CONCURRENT AND PARALLEL PROGRAMMING;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 10:00 AM - 11:00 AM;CHIEW THIAM KIAN;Makmal Lanjutan FSKTM (33);15;12;LINK
WIF3011 - CONCURRENT AND PARALLEL PROGRAMMING;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 12:00 PM - 2:00 PM;CHIEW THIAM KIAN;Bilik Kuliah 2 FSKTM (50);15;15;LINK
WIF3011 - CONCURRENT AND PARALLEL PROGRAMMING;2;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 11:00 AM - 12:00 PM;CHIEW THIAM KIAN;Makmal Lanjutan FSKTM (33);15;15;LINK
WIG2001 - DIGITAL IMAGE PROCESSING;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 10:00 AM - 12:00 PM;HANNYZZURA BINTI PAL @ AFFAL;Dewan Kuliah 2 FSKTM (280);40;5;LINK
WIG2001 - DIGITAL IMAGE PROCESSING;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 2:00 PM - 3:00 PM;HANNYZZURA BINTI PAL @ AFFAL;Makmal Stroustrup FSKTM (30);40;5;LINK
WIG2002 - COMPUTER GRAPHICS;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 1:00 PM - 3:00 PM;NOR ANIZA BINTI ABDULLAH;Makmal Mikro 4 FSKTM (60);40;1;LINK
WIG2002 - COMPUTER GRAPHICS;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 12:00 PM - 1:00 PM;NOR ANIZA BINTI ABDULLAH;Bilik Kuliah FSKTM (75);40;1;LINK
WIG2004 - AUDIO SYNTHESIS;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 11:00 AM - 1:00 PM;MAS IDAYU BINTI MD SABRI;Makmal Mikro 6 FSKTM (45);40;12;LINK
WIG2004 - AUDIO SYNTHESIS;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 3:00 PM - 4:00 PM;MAS IDAYU BINTI MD SABRI;Makmal Lanjutan FSKTM (33);40;12;LINK
WIG2005 - INTERACTIVE DESIGN;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 1:00 PM - 4:00 PM;NURUL FAZMIDAR BINTI MOHD NOOR;Bilik Kuliah FSKTM (75);40;0;LINK
WIG3001 - MATHEMATICS FOR MULTIMEDIA;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 9:00 AM - 11:00 AM;SUZAN JABBAR OBAIYS;Bilik Tutorial 1 FSKTM (30);30;16;LINK
WIG3001 - MATHEMATICS FOR MULTIMEDIA;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 12:00 PM - 1:00 PM;SUZAN JABBAR OBAIYS;Bilik Tutorial 1 FSKTM (30);30;16;LINK
WIG3002 - RENDERING AND ANIMATION;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 4:00 PM - 6:00 PM;AMIRRUDIN BIN KAMSIN;Makmal Mikro 1 FSKTM (50);30;23;LINK
WIG3002 - RENDERING AND ANIMATION;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 9:00 AM - 10:00 AM;AMIRRUDIN BIN KAMSIN;Makmal Lanjutan FSKTM (33);30;23;LINK
WIG3002 - RENDERING AND ANIMATION;1M;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 4:00 PM - 6:00 PM;AMIRRUDIN BIN KAMSIN;Makmal Mikro 1 FSKTM (50);10;10;LINK
WIG3002 - RENDERING AND ANIMATION;1M;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 9:00 AM - 10:00 AM;AMIRRUDIN BIN KAMSIN;Makmal Lanjutan FSKTM (33);10;10;LINK
WIG3003 - MULTIMEDIA PROGRAMMING;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 9:00 AM - 11:00 AM;NOR ANIZA BINTI ABDULLAH;Bilik Tutorial 1 FSKTM (30);30;11;LINK
WIG3003 - MULTIMEDIA PROGRAMMING;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 3:00 PM - 4:00 PM;NOR ANIZA BINTI ABDULLAH;Bilik Tutorial 1 FSKTM (30);30;11;LINK
WIG3004 - VIRTUAL REALITY;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 1:00 PM - 4:00 PM;NORNAZLITA BINTI HUSSIN;Makmal Mikro 3 FSKTM (60);50;25;LINK
WIG3004 - VIRTUAL REALITY;1M;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 1:00 PM - 4:00 PM;NORNAZLITA BINTI HUSSIN;Makmal Mikro 3 FSKTM (60);10;10;LINK
WIG3004 - VIRTUAL REALITY;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 1:00 PM - 4:00 PM;NORNAZLITA BINTI HUSSIN;N/A;5;1;LINK
WIG3005 - GAME DEVELOPMENT;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 11:00 AM - 1:00 PM;MOHAMAD NIZAM BIN AYUB;Makmal Mikro 4 FSKTM (60);50;49
WIG3005 - GAME DEVELOPMENT;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 11:00 AM - 12:00 PM;MOHAMAD NIZAM BIN AYUB;Makmal Mikro 3 FSKTM (60);50;49
WIG3005 - GAME DEVELOPMENT;1M;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 11:00 AM - 1:00 PM;MOHAMAD NIZAM BIN AYUB;Makmal Mikro 4 FSKTM (60);10;10
WIG3005 - GAME DEVELOPMENT;1M;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 11:00 AM - 12:00 PM;MOHAMAD NIZAM BIN AYUB;Makmal Mikro 3 FSKTM (60);10;10
WIH2001 - DATA ANALYTICS;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 11:00 AM - 1:00 PM;SRI DEVI A/P RAVANA;Bilik Kuliah FSKTM (75);40;0
WIH2001 - DATA ANALYTICS;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 3:00 PM - 4:00 PM;SRI DEVI A/P RAVANA;Bilik Kuliah 2 FSKTM (50);40;0
WIH3001 - DATA SCIENCE PROJECT;1;LECTURE;N/A;N/A;VIMALA A/P BALAKRISHNAN;N/A;40;0
WIH3002 - DATA SCIENCE INDUSTRIAL TRAINING;1;LECTURE;N/A;N/A;HOO WAI LAM;N/A;50;0
WIH3004 - TRENDS IN DATA SCIENCE;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 1:00 PM - 3:00 PM;VIMALA A/P BALAKRISHNAN;Bilik Kuliah 2 FSKTM (50);40;0
WIH3004 - TRENDS IN DATA SCIENCE;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 9:00 AM - 10:00 AM;VIMALA A/P BALAKRISHNAN;Bilik Kuliah 2 FSKTM (50);40;0
WIX1002 - FUNDAMENTALS OF PROGRAMMING;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 11:00 AM - 2:00 PM;NOR BADRUL ANUAR BIN JUMA'AT;Makmal Mikro 3 FSKTM (60);60;0
WIX1002 - FUNDAMENTALS OF PROGRAMMING;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 1:00 PM - 3:00 PM;NOR BADRUL ANUAR BIN JUMA'AT;Bilik Kuliah FSKTM (75);60;0
WIX1002 - FUNDAMENTALS OF PROGRAMMING;2;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Friday 9:00 AM - 12:00 PM;;Makmal Mikro 3 FSKTM (60);40;0
WIX1002 - FUNDAMENTALS OF PROGRAMMING;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 1:00 PM - 3:00 PM;NOR BADRUL ANUAR BIN JUMA'AT;Bilik Kuliah FSKTM (75);40;0
WIX1003 - COMPUTER SYSTEMS AND ORGANIZATION;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 9:00 AM - 11:00 AM;NOORZAILY BIN MOHAMED NOOR;Makmal Lanjutan FSKTM (33);30;1
WIX1003 - COMPUTER SYSTEMS AND ORGANIZATION;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 12:00 PM - 1:00 PM;NOORZAILY BIN MOHAMED NOOR;Makmal Lanjutan FSKTM (33);30;1
WIX2001 - THINKING AND COMMUNICATION SKILLS;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 8:00 AM - 11:00 AM;ERMA RAHAYU BINTI MOHD FAIZAL ABDULLAH;Dewan Kuliah 1 FSKTM (280);40;0
WIX2001 - THINKING AND COMMUNICATION SKILLS;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 3:00 PM - 6:00 PM;HANNYZZURA BINTI PAL @ AFFAL;Dewan Kuliah 2 FSKTM (280);70;0
WIX2001 - THINKING AND COMMUNICATION SKILLS;3;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 3:00 PM - 6:00 PM;MAS IDAYU BINTI MD SABRI;Bilik Kuliah FSKTM (75);70;0
WIX3001 - SOFT COMPUTING;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 12:00 PM - 1:00 PM;Liew Shiung;Makmal Stroustrup FSKTM (30);40;1
WIX3001 - SOFT COMPUTING;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 4:00 PM - 6:00 PM;Liew Shiung;Dewan Kuliah 2 FSKTM (280);40;1
WIX3001 - SOFT COMPUTING;2;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 5:00 PM - 6:00 PM;Liew Shiung;Makmal Mikro 3 FSKTM (60);60;0
WIX3001 - SOFT COMPUTING;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 4:00 PM - 6:00 PM;Liew Shiung;Dewan Kuliah 2 FSKTM (280);60;0
WIX3003 - INFORMATION SECURITY MANAGEMENT AND ETHICS;1;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 9:00 AM - 10:00 AM;Burhan Khan;Makmal Mikro 4 FSKTM (60);60;0
WIX3003 - INFORMATION SECURITY MANAGEMENT AND ETHICS;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 9:00 AM - 11:00 AM;Burhan Khan;Bilik Kuliah FSKTM (75);60;0
WIX3003 - INFORMATION SECURITY MANAGEMENT AND ETHICS;2;TUTORIAL;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 12:00 PM - 1:00 PM;Burhan Khan;Makmal Stroustrup FSKTM (30);40;3
WIX3003 - INFORMATION SECURITY MANAGEMENT AND ETHICS;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 9:00 AM - 11:00 AM;Burhan Khan;Bilik Kuliah FSKTM (75);40;3
WOA7019 - AUGMENTED REALITY;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 6:00 PM - 9:00 PM;NORNAZLITA BINTI HUSSIN;Makmal Mikro 1 FSKTM (50);20;0
WOC7020 - ADVANCED INTERNET OF THINGS;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 6:00 PM - 9:00 PM;MOHD YAMANI IDNA BIN IDRIS;Makmal CCNA FSKTM (40);40;0
WOX7001 - RESEARCH METHODOLOGY;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 6:00 PM - 9:00 PM;RAFIDAH BINTI MD NOOR;Dewan Kuliah 1 FSKTM (280);100;0
WOX7001 - RESEARCH METHODOLOGY;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 6:00 PM - 9:00 PM;RAFIDAH BINTI MD NOOR;N/A;10;0
WOX7001 - RESEARCH METHODOLOGY;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Saturday 8:30 AM - 11:30 AM;RAFIDAH BINTI MD NOOR;Dewan Kuliah 1 FSKTM (280);100;0
WQD7001 - PRINCIPLES OF DATA SCIENCE;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 6:00 PM - 9:00 PM;MAIZATUL AKMAR BINTI ISMAIL;Dewan Kuliah 2 FSKTM (280);60;0
WQD7001 - PRINCIPLES OF DATA SCIENCE;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 6:00 PM - 9:00 PM;NURUL BINTI JAPAR;Dewan Kuliah 2 FSKTM (280);60;0
WQD7002 - DATA SCIENCE RESEARCH PROJECT;P1;LECTURE;N/A;N/A;HOO WAI LAM;N/A;120;0
WQD7002 - DATA SCIENCE RESEARCH PROJECT;P2;LECTURE;N/A;N/A;HOO WAI LAM;N/A;120;0
WQD7003 - DATA ANALYTICS;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 6:00 PM - 9:00 PM;SAW SHIER NEE;Makmal Mikro 3 FSKTM (60);60;0
WQD7003 - DATA ANALYTICS;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Saturday 11:30 AM - 2:30 PM;KASTURI DEWI A/P VARATHAN;Makmal Mikro 3 FSKTM (60);60;0
WQD7004 - PROGRAMMING FOR DATA SCIENCE;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 6:00 PM - 9:00 PM;ANG TAN FONG;Makmal Mikro 3 FSKTM (60);60;0
WQD7004 - PROGRAMMING FOR DATA SCIENCE;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Saturday 3:00 PM - 6:00 PM;ONG SIM YING;Makmal Mikro 3 FSKTM (60);60;0
WQD7005 - DATA MINING;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 6:00 PM - 9:00 PM;NOR LIYANA BT MOHD SHUIB;Makmal Mikro 4 FSKTM (60);60;0
WQD7005 - DATA MINING;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Saturday 8:30 AM - 11:30 AM;NOR LIYANA BT MOHD SHUIB;N/A;90;0
WQD7005 - DATA MINING;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Saturday 3:00 PM - 6:00 PM;TUTUT HERAWAN;Makmal Mikro 4 FSKTM (60);60;0
WQD7005 - DATA MINING;3;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Saturday 8:30 AM - 11:30 AM;NOR LIYANA BT MOHD SHUIB;Makmal Mikro 4 FSKTM (60);30;0
WQD7006 - MACHINE LEARNING FOR DATA SCIENCE;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 6:00 PM - 9:00 PM;RIYAZ AHAMED ARIYALURAN HABEEB MOHAMED;Makmal Mikro 4 FSKTM (60);60;0
WQD7006 - MACHINE LEARNING FOR DATA SCIENCE;1RL;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Sunday 3:00 PM - 6:00 PM;RIYAZ AHAMED ARIYALURAN HABEEB MOHAMED;N/A;90;0
WQD7006 - MACHINE LEARNING FOR DATA SCIENCE;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Saturday 11:30 AM - 2:30 PM;VIMALA A/P BALAKRISHNAN;Makmal Mikro 4 FSKTM (60);60;0
WQD7006 - MACHINE LEARNING FOR DATA SCIENCE;3;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Sunday 3:00 PM - 6:00 PM;RIYAZ AHAMED ARIYALURAN HABEEB MOHAMED;Makmal Mikro 4 FSKTM (60);30;0
WQD7007 - BIG DATA MANAGEMENT;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 6:00 PM - 9:00 PM;HOO WAI LAM;Makmal Mikro 4 FSKTM (60);60;0
WQD7007 - BIG DATA MANAGEMENT;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Saturday 3:00 PM - 6:00 PM;MOHD SHAHRUL NIZAM BIN MOHD DANURI;N/A;90;0
WQD7007 - BIG DATA MANAGEMENT;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Saturday 8:30 AM - 11:30 AM;TUTUT HERAWAN;Makmal Mikro 3 FSKTM (60);60;0
WQD7007 - BIG DATA MANAGEMENT;3;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Saturday 3:00 PM - 6:00 PM;MOHD SHAHRUL NIZAM BIN MOHD DANURI;Makmal Mikro 1 FSKTM (50);30;0
WQD7010 - NETWORK AND SECURITY;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Friday 6:00 PM - 9:00 PM;SAAIDAL RAZALLI BIN AZZUHRI;Makmal Mikro 3 FSKTM (60);100;0
WQD7010 - NETWORK AND SECURITY;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Sunday 11:30 AM - 2:30 PM;SAAIDAL RAZALLI BIN AZZUHRI;N/A;60;0
WQD7010 - NETWORK AND SECURITY;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Sunday 11:30 AM - 2:30 PM;SAAIDAL RAZALLI BIN AZZUHRI;Makmal Mikro 3 FSKTM (60);40;0
WQD7011 - NUMERICAL OPTIMIZATION;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Friday 6:00 PM - 9:00 PM;LIM CHEE KAU;Makmal Mikro 4 FSKTM (60);100;0
WQD7011 - NUMERICAL OPTIMIZATION;1RL;ONLINE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Sunday 8:30 AM - 11:30 AM;LIM CHEE KAU;N/A;40;0
WQD7011 - NUMERICAL OPTIMIZATION;2;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Sunday 8:30 AM - 11:30 AM;LIM CHEE KAU;Makmal Mikro 3 FSKTM (60);60;0
WQD7023 - DATA SCIENCE RESEARCH PROJECT;P1;LECTURE;N/A;N/A;HOO WAI LAM;N/A;120;0
WQD7023 - DATA SCIENCE RESEARCH PROJECT;P2;LECTURE;N/A;N/A;HOO WAI LAM;N/A;120;0
WQE7003 - CRYPTOGRAPHY AND INFORMATION HIDING;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 6:00 PM - 9:00 PM;ONG SIM YING;Makmal CCNA FSKTM (40);40;0
WQE7004 - INFORMATION ASSURANCE;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Tuesday 6:00 PM - 9:00 PM;AZAH ANIR BINTI NORMAN;Makmal Mikro 6 FSKTM (45);40;0
WQE7005 - ADVANCE DIGITAL FORENSICS;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 6:00 PM - 9:00 PM;AINUDDIN WAHID BIN ABDUL WAHAB;Makmal CCNA FSKTM (40);40;0
WQE7006 - CYBER SECURITY RESEARCH PROJECT;P1;LECTURE;N/A;N/A;ROSLI BIN SALLEH;N/A;30;0
WQE7006 - CYBER SECURITY RESEARCH PROJECT;P2;LECTURE;N/A;N/A;ROSLI BIN SALLEH;N/A;30;0
WQE7009 - EMERGING TRENDS IN CYBERSECURITY;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Friday 6:00 PM - 9:00 PM;ROSLI BIN SALLEH;Makmal CCNA FSKTM (40);40;0
WQE7010 - CLOUD COMPUTING;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Friday 6:00 PM - 9:00 PM;MOHAMAD HAZIM BIN MD HANIF;Makmal Mikro 1 FSKTM (50);30;0
WQE7023 - CYBER SECURITY RESEARCH PROJECT;P1;LECTURE;N/A;N/A;ROSLI BIN SALLEH;N/A;60;0
WQE7023 - CYBER SECURITY RESEARCH PROJECT;P2;LECTURE;N/A;N/A;ROSLI BIN SALLEH;N/A;60;0
WQF7001 - ARTIFICIAL INTELLIGENCE RESEARCH PROJECT;P1;LECTURE;N/A;N/A;UNAIZAH HANUM BINTI OBAIDELLAH;N/A;50;0
WQF7003 - INTELLIGENT COMPUTATION;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Monday 6:00 PM - 9:00 PM;AZNUL QALID BIN MD SABRI;Makmal Mikro 6 FSKTM (45);50;0
WQF7004 - DATA ANALYTICS IN ARTIFICIAL INTELLIGENCE;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 6:00 PM - 9:00 PM;MUHAMMAD SHAHREEZA SAFIRUZ BIN KASSIM;Makmal Mikro 6 FSKTM (45);50;0
WQF7005 - DATA PRIVACY AND ARTIFICIAL INTELLIGENCE ETHICS;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Thursday 6:00 PM - 9:00 PM;NORISMA BINTI IDRIS;Makmal Mikro 6 FSKTM (45);50;0
WQF7010 - ROBOTICS AND AUTOMATION;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Friday 6:00 PM - 9:00 PM;ZATI HAKIM BINTI AZIZUL HASAN;Bilik Kuliah 2 FSKTM (50);30;0
WQF7011 - COGNITIVE COMPUTING;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Friday 6:00 PM - 9:00 PM;SAMEEM BINTI ABDUL KAREEM;Makmal Mikro 2 FSKTM (37);30;0
WQF7023 - ARTIFICIAL INTELLIGENCE RESEARCH PROJECT;P1;LECTURE;N/A;N/A;UNAIZAH HANUM BINTI OBAIDELLAH;N/A;60;0
WXGB6321 - WEB PUBLISHING;1;LECTURE;7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20;Wednesday 10:00 AM - 4:00 PM;;N/A;2423;0
